system:index,CoordString,LATITUDE,LONGITUDE,PLOTID,batch,changeLC,2022LC,2016LC,.geo
232,"59.75728, 10.33465",59.75728,10.33465,id_80203091,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.334650482958281,59.757279480444886]}"
365,"59.80017, 10.44081",59.80017,10.44081,id_80300915,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.44080986125473,59.800165291661635]}"
5,"59.77144, 10.51187",59.77144,10.51187,id_80594240,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.511874399296957,59.77143645970881]}"
390,"59.5432, 10.41797",59.5432,10.41797,id_8065401,Asker_change_dw_2016_2022,2,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.417971936778374,59.543195891835836]}"
456,"59.61403, 10.42858",59.61403,10.42858,id_80980958,Asker_change_dw_2016_2022,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.428577757648261,59.61403204308047]}"
355,"59.57931, 10.53636",59.57931,10.53636,id_81290542,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.536357112257337,59.579312250768744]}"
114,"59.62662, 10.51564",59.62662,10.51564,id_81294774,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.515643373538298,59.626615834172554]}"
342,"59.86661, 10.41743",59.86661,10.41743,id_81365008,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.417429987005905,59.866608168914404]}"
438,"59.74445, 10.39357",59.74445,10.39357,id_81528864,Asker_change_dw_2016_2022,3,6,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.393570241117056,59.74445390827618]}"
463,"59.74546, 10.39201",59.74546,10.39201,id_81650219,Asker_change_dw_2016_2022,3,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.392010564398008,59.74545834165551]}"
199,"59.65024, 10.45159",59.65024,10.45159,id_8170226,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.451587516153841,59.6502427800946]}"
428,"59.74536, 10.3929",59.74536,10.3929,id_8176728,Asker_change_dw_2016_2022,3,6,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.392896156757804,59.74535914766523]}"
83,"59.76487, 10.43217",59.76487,10.43217,id_8206836,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.432167262484484,59.7648747531487]}"
523,"59.70838, 10.50494",59.70838,10.50494,id_82197411,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.504940987724577,59.70837857765667]}"
221,"59.54323, 10.43089",59.54323,10.43089,id_82265945,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.430885643698364,59.54323496511832]}"
276,"59.87508, 10.38081",59.87508,10.38081,id_82281959,Asker_change_dw_2016_2022,1,5,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.380812820324197,59.87507978456817]}"
351,"59.61923, 10.60803",59.61923,10.60803,id_82338012,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.608029227851555,59.619228003785366]}"
432,"59.61429, 10.42983",59.61429,10.42983,id_82846929,Asker_change_dw_2016_2022,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.429829376134267,59.61428782856906]}"
337,"59.54417, 10.5834",59.54417,10.5834,id_82895602,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.58340091492229,59.544173006076285]}"
304,"59.67138, 10.49689",59.67138,10.49689,id_82988851,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.496889919644463,59.671378292972015]}"
264,"59.82322, 10.47569",59.82322,10.47569,id_83209586,Asker_change_dw_2016_2022,1,2,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.475693886442368,59.82321895245652]}"
335,"59.63553, 10.48181",59.63553,10.48181,id_83347880,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.481813843352407,59.6355347865454]}"
189,"59.80038, 10.42906",59.80038,10.42906,id_83383530,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.429055541202128,59.80038332571972]}"
203,"59.74124, 10.53649",59.74124,10.53649,id_83582814,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.536487864458236,59.741243732758825]}"
383,"59.84028, 10.44326",59.84028,10.44326,id_83701437,Asker_change_dw_2016_2022,2,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.443256894532405,59.840283165970256]}"
149,"59.54634, 10.49098",59.54634,10.49098,id_83770463,Asker_change_dw_2016_2022,1,2,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.490984658796371,59.54633625195859]}"
99,"59.59033, 10.49187",59.59033,10.49187,id_83918034,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.491869299574596,59.590334725781666]}"
262,"59.48417, 10.53857",59.48417,10.53857,id_83927426,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.53856642265917,59.4841724526191]}"
154,"59.73706, 10.47812",59.73706,10.47812,id_84603607,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.47812145073154,59.737063556336466]}"
273,"59.86058, 10.55377",59.86058,10.55377,id_84704036,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.553773641983401,59.86057976119789]}"
388,"59.71983, 10.36925",59.71983,10.36925,id_84718613,Asker_change_dw_2016_2022,2,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.369253251721846,59.71983249357662]}"
166,"59.73757, 10.54344",59.73757,10.54344,id_84735301,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.543435569843187,59.73756980724029]}"
286,"59.86997, 10.37971",59.86997,10.37971,id_84812505,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.379708008938643,59.86997234485515]}"
341,"59.59284, 10.49304",59.59284,10.49304,id_85265550,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.493042958105052,59.59283612061682]}"
400,"59.56184, 10.5929",59.56184,10.5929,id_85311710,Asker_change_dw_2016_2022,2,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.592902686745498,59.561841197797676]}"
393,"59.83917, 10.44678",59.83917,10.44678,id_85442406,Asker_change_dw_2016_2022,2,1,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.44677749371441,59.8391668136272]}"
514,"59.8334, 10.44867",59.8334,10.44867,id_85574819,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.448668232185685,59.833398239637376]}"
344,"59.77465, 10.40819",59.77465,10.40819,id_85575512,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.408186393330453,59.774653614403995]}"
174,"59.57759, 10.56833",59.57759,10.56833,id_85615313,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.568326791771605,59.57758607902891]}"
418,"59.87963, 10.52965",59.87963,10.52965,id_85986818,Asker_change_dw_2016_2022,2,1,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.529649508384098,59.87963252271722]}"
254,"59.63142, 10.52774",59.63142,10.52774,id_8609241,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.527741830023587,59.63141512234758]}"
236,"59.89175, 10.37525",59.89175,10.37525,id_86559066,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.375249249628846,59.891752287033896]}"
329,"59.76114, 10.4288",59.76114,10.4288,id_86663071,Asker_change_dw_2016_2022,1,2,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.428802803039755,59.76113936262416]}"
267,"59.50852, 10.4432",59.50852,10.4432,id_86773339,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.443197701059475,59.508521778884564]}"
500,"59.82404, 10.39172",59.82404,10.39172,id_8678635,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.391720631229392,59.824043976795515]}"
235,"59.57198, 10.54895",59.57198,10.54895,id_87356968,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.548946215062566,59.57197880412461]}"
455,"59.72087, 10.34689",59.72087,10.34689,id_87383461,Asker_change_dw_2016_2022,3,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.346891397185898,59.7208720084226]}"
493,"59.87296, 10.5397",59.87296,10.5397,id_87520554,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.539703516007636,59.87295924522391]}"
137,"59.70557, 10.46731",59.70557,10.46731,id_87630381,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.467312689717252,59.70557128103815]}"
26,"59.55795, 10.4961",59.55795,10.4961,id_87822877,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.49609916781971,59.55795366465749]}"
136,"59.81926, 10.39366",59.81926,10.39366,id_87845951,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.393661315578509,59.81926360480689]}"
362,"59.75835, 10.35321",59.75835,10.35321,id_88008812,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.353206203708346,59.75834705675598]}"
58,"59.52502, 10.49323",59.52502,10.49323,id_88076434,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.493225669789448,59.52502482674434]}"
91,"59.56167, 10.54741",59.56167,10.54741,id_88254383,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.547410650883002,59.561668289667224]}"
86,"59.76577, 10.38235",59.76577,10.38235,id_88458501,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.382350732087236,59.76576731150315]}"
336,"59.85427, 10.52509",59.85427,10.52509,id_88473089,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.525093005728246,59.8542690559949]}"
436,"59.53358, 10.53763",59.53358,10.53763,id_88628608,Asker_change_dw_2016_2022,3,8,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.537634980912228,59.533581697114485]}"
61,"59.70693, 10.40036",59.70693,10.40036,id_88797104,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.400363830382847,59.70693108840047]}"
285,"59.58205, 10.47769",59.58205,10.47769,id_88838125,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.477690023104746,59.58205303531241]}"
239,"59.63825, 10.42322",59.63825,10.42322,id_88981244,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.423221252542623,59.63824956026434]}"
145,"59.72923, 10.3193",59.72923,10.3193,id_89119417,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.319304337501984,59.729234752480906]}"
8,"59.60081, 10.60874",59.60081,10.60874,id_89126945,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.608743900268475,59.600807105181]}"
259,"59.46827, 10.53096",59.46827,10.53096,id_89165659,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.530960515817839,59.46827462053975]}"
71,"59.63105, 10.5052",59.63105,10.5052,id_89651137,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.505202556928621,59.631047155080864]}"
94,"59.57406, 10.45344",59.57406,10.45344,id_90149620,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.45343908070283,59.574061649415185]}"
426,"59.75146, 10.33335",59.75146,10.33335,id_90238207,Asker_change_dw_2016_2022,3,6,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.333350333904228,59.75145515888273]}"
274,"59.63851, 10.4486",59.63851,10.4486,id_90406429,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.44859752476313,59.63851052746608]}"
484,"59.82841, 10.44488",59.82841,10.44488,id_90465119,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.444883854326028,59.82841052800176]}"
435,"59.53296, 10.47448",59.53296,10.47448,id_90549354,Asker_change_dw_2016_2022,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.474479524133598,59.53296141278851]}"
213,"59.86264, 10.36851",59.86264,10.36851,id_90560698,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.368511410648564,59.86263514962048]}"
536,"59.7533, 10.51177",59.7533,10.51177,id_90568050,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.511766579660009,59.7532958203501]}"
396,"59.55106, 10.52569",59.55106,10.52569,id_90715182,Asker_change_dw_2016_2022,2,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.525693017073738,59.551055664995715]}"
161,"59.82815, 10.53924",59.82815,10.53924,id_90854060,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.539240253297637,59.82814910869457]}"
505,"59.79074, 10.48905",59.79074,10.48905,id_9146552,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.489048544251727,59.790736829419174]}"
480,"59.74819, 10.33642",59.74819,10.33642,id_91485810,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.336423498127234,59.74819085154996]}"
357,"59.6346, 10.46102",59.6346,10.46102,id_91509774,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.461021556760036,59.63460057835385]}"
410,"59.75871, 10.42087",59.75871,10.42087,id_91550014,Asker_change_dw_2016_2022,2,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.420866376556436,59.758710729897786]}"
73,"59.49674, 10.44499",59.49674,10.44499,id_91681750,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.44499079611293,59.496736436322166]}"
299,"59.59075, 10.50234",59.59075,10.50234,id_91798478,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.502338536077824,59.59075395345178]}"
279,"59.72105, 10.46479",59.72105,10.46479,id_91874216,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.464789710968597,59.72104694090959]}"
541,"59.65218, 10.60162",59.65218,10.60162,id_92506810,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.601620576243093,59.652178685124724]}"
242,"59.65535, 10.56947",59.65535,10.56947,id_92633377,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.569471577384034,59.65535158585015]}"
306,"59.80465, 10.54404",59.80465,10.54404,id_9264048,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.544039679099976,59.80465215048852]}"
520,"59.80396, 10.4793",59.80396,10.4793,id_92852080,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.479299104780841,59.803959141649514]}"
499,"59.84141, 10.47935",59.84141,10.47935,id_92969912,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.479354278198308,59.84140923087588]}"
447,"59.55021, 10.48992",59.55021,10.48992,id_93070263,Asker_change_dw_2016_2022,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.48991747436022,59.55021038959533]}"
233,"59.70327, 10.3732",59.70327,10.3732,id_93565662,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.373197343084293,59.70326641178175]}"
411,"59.84065, 10.45059",59.84065,10.45059,id_93809091,Asker_change_dw_2016_2022,2,1,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.450589457009048,59.840651617910694]}"
109,"59.627, 10.58907",59.627,10.58907,id_93844686,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.589072605432031,59.627003646409385]}"
255,"59.6834, 10.41732",59.6834,10.41732,id_93946515,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.417320743677315,59.683398462003105]}"
218,"59.699, 10.49226",59.699,10.49226,id_940291,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.492258791376901,59.69900329523474]}"
196,"59.73328, 10.47884",59.73328,10.47884,id_94255049,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.478843998098796,59.73328336399001]}"
180,"59.70286, 10.53899",59.70286,10.53899,id_9427024,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.538993997339956,59.70286452260988]}"
14,"59.81212, 10.41547",59.81212,10.41547,id_94295291,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.415472042209075,59.81211553243086]}"
185,"59.76398, 10.3472",59.76398,10.3472,id_94367904,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.347202537621001,59.76397683590278]}"
163,"59.50702, 10.4813",59.50702,10.4813,id_94543813,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.481298387402322,59.50701802282043]}"
184,"59.73867, 10.49527",59.73867,10.49527,id_94578092,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.495271698267924,59.73866569797276]}"
173,"59.77885, 10.35902",59.77885,10.35902,id_94721605,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.359023650277974,59.77885312151812]}"
101,"59.48712, 10.57049",59.48712,10.57049,id_94844637,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.570486366765836,59.487116049693824]}"
323,"59.73665, 10.46707",59.73665,10.46707,id_94961490,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.467073309525249,59.736648533574765]}"
524,"59.82882, 10.47273",59.82882,10.47273,id_95010537,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.472730624941507,59.82882034810293]}"
297,"59.47115, 10.5385",59.47115,10.5385,id_95058709,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.538503804736907,59.47114994470968]}"
532,"59.81955, 10.44254",59.81955,10.44254,id_95445887,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.442538230672778,59.819545155971156]}"
525,"59.80642, 10.41095",59.80642,10.41095,id_95476232,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.41095195034319,59.80641632651958]}"
440,"59.54952, 10.5718",59.54952,10.5718,id_9553346,Asker_change_dw_2016_2022,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.571798581906668,59.54952215370522]}"
385,"59.68315, 10.52743",59.68315,10.52743,id_95610086,Asker_change_dw_2016_2022,2,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.527432556598233,59.683150985547364]}"
331,"59.58766, 10.63327",59.58766,10.63327,id_95616966,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.633266756497411,59.58766000279202]}"
316,"59.50121, 10.43882",59.50121,10.43882,id_95657658,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.438822147124231,59.501205309713974]}"
67,"59.86712, 10.3778",59.86712,10.3778,id_9567278,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.377803855956895,59.867118441891684]}"
108,"59.8241, 10.50909",59.8241,10.50909,id_96166068,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.50908742044522,59.82409759624271]}"
6,"59.76715, 10.44544",59.76715,10.44544,id_96698005,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.44544142210429,59.76715432313534]}"
328,"59.50305, 10.5449",59.50305,10.5449,id_9715260,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.544902506650308,59.503048774763826]}"
250,"59.62289, 10.51122",59.62289,10.51122,id_97629586,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.511220494337973,59.62289475044016]}"
113,"59.63225, 10.62249",59.63225,10.62249,id_97760554,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.622485699781354,59.63225269406567]}"
198,"59.85102, 10.5494",59.85102,10.5494,id_97896400,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.549400693794754,59.85102151942576]}"
296,"59.85071, 10.38373",59.85071,10.38373,id_97949836,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.383730239476725,59.850711345585474]}"
35,"59.66402, 10.58781",59.66402,10.58781,id_9821274,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.587806326033187,59.66402250719562]}"
19,"59.86874, 10.38609",59.86874,10.38609,id_98300452,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.38608654248284,59.868737883915884]}"
483,"59.83148, 10.41879",59.83148,10.41879,id_9939331,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.418791316736801,59.83147845595064]}"
406,"59.69316, 10.47654",59.69316,10.47654,id_9964929,Asker_change_dw_2016_2022,2,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.476541673302577,59.69316365349474]}"
80,"59.81101, 10.37602",59.81101,10.37602,id_99675423,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.376022181598563,59.811007287212405]}"
350,"59.65886, 10.61348",59.65886,10.61348,id_99819519,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.613476234813955,59.65885928685934]}"
182,"59.65046, 10.49614",59.65046,10.49614,id_99323866,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.49613530660868,59.65046064135607]}"
520,"59.66981, 10.53162",59.66981,10.53162,id_99433696,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.5316193177347,59.66980989481467]}"
14,"59.55407, 10.5138",59.55407,10.5138,id_99469679,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.513797483137727,59.554067829524904]}"
1,"59.75619, 10.34493",59.75619,10.34493,id_9951797,Asker_change_dw_2016_2022,1,2,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.3449308479256,59.756186793865815]}"
265,"59.81684, 10.4105",59.81684,10.4105,id_99937094,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.41050093274605,59.816838966578366]}"
