system:index,area,batch,classNumber,kommunenum,navn,.geo
00000000000000000083_7,1.3690503E7,dw2022,8,3020,Nordre Follo,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000083_8,2828.0,dw2022,9,3020,Nordre Follo,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4_0,4.3698236E7,dw2022,1,3014,Indre Østfold,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4_1,1.95486179E8,dw2022,2,3014,Indre Østfold,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4_2,1380375.0,dw2022,3,3014,Indre Østfold,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4_3,2.4413343E7,dw2022,4,3014,Indre Østfold,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4_4,9935128.0,dw2022,5,3014,Indre Østfold,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4_5,4.84841748E8,dw2022,6,3014,Indre Østfold,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4_6,13517.0,dw2022,7,3014,Indre Østfold,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4_7,3.1993994E7,dw2022,8,3014,Indre Østfold,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4_8,4674.0,dw2022,9,3014,Indre Østfold,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000da_0,2.9709328E7,dw2022,1,3002,Moss,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000da_1,2.8212548E7,dw2022,2,3002,Moss,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000da_2,324310.0,dw2022,3,3002,Moss,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000da_3,3251022.0,dw2022,4,3002,Moss,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000da_4,1168575.0,dw2022,5,3002,Moss,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000da_5,6.5638787E7,dw2022,6,3002,Moss,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000da_6,10641.0,dw2022,7,3002,Moss,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000da_7,1.23736618E8,dw2022,8,3002,Moss,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000da_8,10262.0,dw2022,9,3002,Moss,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000162_0,4.3752123E7,dw2022,1,3005,Drammen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000162_1,1.7126504E7,dw2022,2,3005,Drammen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000162_2,223025.0,dw2022,3,3005,Drammen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000162_3,4087557.0,dw2022,4,3005,Drammen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000162_4,1724507.0,dw2022,5,3005,Drammen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000162_5,2.40531345E8,dw2022,6,3005,Drammen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000162_6,18200.0,dw2022,7,3005,Drammen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000162_7,3.7688931E7,dw2022,8,3005,Drammen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000162_8,1113.0,dw2022,9,3005,Drammen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084_0,5.9084236E7,dw2022,1,3025,Asker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084_1,2.3744881E7,dw2022,2,3025,Asker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084_2,497527.0,dw2022,3,3025,Asker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084_3,6842773.0,dw2022,4,3025,Asker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084_4,2753228.0,dw2022,5,3025,Asker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084_5,2.74088823E8,dw2022,6,3025,Asker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084_6,13457.0,dw2022,7,3025,Asker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084_7,1.67785193E8,dw2022,8,3025,Asker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084_8,8828.0,dw2022,9,3025,Asker,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013a_0,2.0966863E7,dw2022,1,3026,Aurskog-Høland,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013a_1,8.3983831E7,dw2022,2,3026,Aurskog-Høland,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013a_2,326481.0,dw2022,3,3026,Aurskog-Høland,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013a_3,1.4800951E7,dw2022,4,3026,Aurskog-Høland,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013a_4,2.148024E7,dw2022,5,3026,Aurskog-Høland,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013a_5,9.25869749E8,dw2022,6,3026,Aurskog-Høland,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013a_6,74093.0,dw2022,7,3026,Aurskog-Høland,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013a_7,7.7298121E7,dw2022,8,3026,Aurskog-Høland,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013a_8,706.0,dw2022,9,3026,Aurskog-Høland,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_0,1.1794682E7,dw2022,1,3043,Ål,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_1,2142591.0,dw2022,2,3043,Ål,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_2,5.1951206E7,dw2022,3,3043,Ål,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_3,7.8665421E7,dw2022,4,3043,Ål,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_4,2.36300132E8,dw2022,5,3043,Ål,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_5,6.2621107E8,dw2022,6,3043,Ål,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_6,1718824.0,dw2022,7,3043,Ål,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_7,8.4076846E7,dw2022,8,3043,Ål,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_8,8.2117479E7,dw2022,9,3043,Ål,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_0,4583960.0,dw2022,1,3051,Rollag,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_1,2214619.0,dw2022,2,3051,Rollag,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_2,12528.0,dw2022,3,3051,Rollag,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_3,5014425.0,dw2022,4,3051,Rollag,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_4,2.6701285E7,dw2022,5,3051,Rollag,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_5,3.95665869E8,dw2022,6,3051,Rollag,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_6,1655.0,dw2022,7,3051,Rollag,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_7,1.5086957E7,dw2022,8,3051,Rollag,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_8,2908.0,dw2022,9,3051,Rollag,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_0,1.1182111E7,dw2022,1,3041,Gol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_1,1313387.0,dw2022,2,3041,Gol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_2,418976.0,dw2022,3,3041,Gol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_3,1.9023094E7,dw2022,4,3041,Gol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_4,5.0215093E7,dw2022,5,3041,Gol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_5,4.35823336E8,dw2022,6,3041,Gol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_6,237235.0,dw2022,7,3041,Gol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_7,1.4283466E7,dw2022,8,3041,Gol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_8,5396.0,dw2022,9,3041,Gol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_0,8229464.0,dw2022,1,3050,Flesberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_1,3971717.0,dw2022,2,3050,Flesberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_2,48757.0,dw2022,3,3050,Flesberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_3,4843116.0,dw2022,4,3050,Flesberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_4,2.116842E7,dw2022,5,3050,Flesberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_5,5.04272141E8,dw2022,6,3050,Flesberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_6,20692.0,dw2022,7,3050,Flesberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_7,1.9138921E7,dw2022,8,3050,Flesberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_8,224216.0,dw2022,9,3050,Flesberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_0,6950284.0,dw2022,1,3042,Hemsedal,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_1,1652652.0,dw2022,2,3042,Hemsedal,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_2,8.5262791E7,dw2022,3,3042,Hemsedal,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_3,5.8663814E7,dw2022,4,3042,Hemsedal,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_4,2.12887523E8,dw2022,5,3042,Hemsedal,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_5,3.2257864E8,dw2022,6,3042,Hemsedal,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_6,167256.0,dw2022,7,3042,Hemsedal,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_7,3.8218271E7,dw2022,8,3042,Hemsedal,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_8,2.713244E7,dw2022,9,3042,Hemsedal,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071_0,1.2059117E7,dw2022,1,3044,Hol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071_1,638005.0,dw2022,2,3044,Hol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071_2,4.1686109E7,dw2022,3,3044,Hol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071_3,1.25560569E8,dw2022,4,3044,Hol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071_4,4.98232371E8,dw2022,5,3044,Hol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071_5,7.93005956E8,dw2022,6,3044,Hol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071_6,802027.0,dw2022,7,3044,Hol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071_7,1.83675289E8,dw2022,8,3044,Hol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071_8,1.98873761E8,dw2022,9,3044,Hol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077_0,1.2361974E7,dw2022,1,3045,Sigdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077_1,1.9754559E7,dw2022,2,3045,Sigdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077_2,39882.0,dw2022,3,3045,Sigdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077_3,1.3181569E7,dw2022,4,3045,Sigdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077_4,5.9052496E7,dw2022,5,3045,Sigdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077_5,7.13942905E8,dw2022,6,3045,Sigdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077_6,16622.0,dw2022,7,3045,Sigdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077_7,2.4128349E7,dw2022,8,3045,Sigdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077_8,13337.0,dw2022,9,3045,Sigdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081_0,3.4655586E7,dw2022,1,3007,Ringerike,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081_1,5.6277763E7,dw2022,2,3007,Ringerike,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081_2,1297670.0,dw2022,3,3007,Ringerike,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081_3,1.8622654E7,dw2022,4,3007,Ringerike,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081_4,3.6344933E7,dw2022,5,3007,Ringerike,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081_5,1.292642297E9,dw2022,6,3007,Ringerike,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081_6,119407.0,dw2022,7,3007,Ringerike,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081_7,1.15141384E8,dw2022,8,3007,Ringerike,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081_8,4129.0,dw2022,9,3007,Ringerike,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_0,7362973.0,dw2022,1,3046,Krødsherad,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_1,4580458.0,dw2022,2,3046,Krødsherad,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_2,39726.0,dw2022,3,3046,Krødsherad,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_3,6971706.0,dw2022,4,3046,Krødsherad,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_4,1.4330593E7,dw2022,5,3046,Krødsherad,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_5,3.0684079E8,dw2022,6,3046,Krødsherad,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_6,10831.0,dw2022,7,3046,Krødsherad,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_7,3.4276777E7,dw2022,8,3046,Krødsherad,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_8,68150.0,dw2022,9,3046,Krødsherad,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d6_0,2.1693042E7,dw2022,1,3049,Lier,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d6_1,2.4182826E7,dw2022,2,3049,Lier,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d6_2,228107.0,dw2022,3,3049,Lier,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d6_3,9558920.0,dw2022,4,3049,Lier,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d6_4,2915771.0,dw2022,5,3049,Lier,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d6_5,2.26004527E8,dw2022,6,3049,Lier,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d6_6,2.2946161E7,dw2022,8,3049,Lier,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7_0,2.0899349E7,dw2022,1,3047,Modum,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7_1,3.278997E7,dw2022,2,3047,Modum,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7_2,361455.0,dw2022,3,3047,Modum,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7_3,1.0657118E7,dw2022,4,3047,Modum,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7_4,7096325.0,dw2022,5,3047,Modum,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7_5,3.96119287E8,dw2022,6,3047,Modum,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7_6,1702.0,dw2022,7,3047,Modum,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7_7,4.9282868E7,dw2022,8,3047,Modum,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7_8,24914.0,dw2022,9,3047,Modum,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e9_0,7074672.0,dw2022,1,3052,Nore og Uvdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e9_1,725410.0,dw2022,2,3052,Nore og Uvdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e9_2,1.141347E7,dw2022,3,3052,Nore og Uvdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e9_3,7.03421E7,dw2022,4,3052,Nore og Uvdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e9_4,1.130182781E9,dw2022,5,3052,Nore og Uvdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e9_5,1.056611132E9,dw2022,6,3052,Nore og Uvdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e9_6,2814822.0,dw2022,7,3052,Nore og Uvdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e9_7,2.15398482E8,dw2022,8,3052,Nore og Uvdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e9_8,7577046.0,dw2022,9,3052,Nore og Uvdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000eb_0,6126495.0,dw2022,1,3039,Flå,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000eb_1,1923154.0,dw2022,2,3039,Flå,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000eb_2,123005.0,dw2022,3,3039,Flå,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000eb_3,1.1311152E7,dw2022,4,3039,Flå,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000eb_4,7.8765152E7,dw2022,5,3039,Flå,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000eb_5,5.76468472E8,dw2022,6,3039,Flå,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000eb_6,99.0,dw2022,7,3039,Flå,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000eb_7,2.9323162E7,dw2022,8,3039,Flå,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000eb_8,231617.0,dw2022,9,3039,Flå,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000136_0,1.0153868E7,dw2022,1,3040,Nesbyen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000136_1,1339868.0,dw2022,2,3040,Nesbyen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000136_2,25430.0,dw2022,3,3040,Nesbyen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000136_3,1.2558472E7,dw2022,4,3040,Nesbyen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000136_4,9.0881055E7,dw2022,5,3040,Nesbyen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000136_5,6.62396595E8,dw2022,6,3040,Nesbyen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000136_6,247355.0,dw2022,7,3040,Nesbyen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000136_7,3.1973599E7,dw2022,8,3040,Nesbyen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000136_8,57656.0,dw2022,9,3040,Nesbyen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000144_0,2.4556979E7,dw2022,1,3006,Kongsberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000144_1,2.0957905E7,dw2022,2,3006,Kongsberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000144_2,399483.0,dw2022,3,3006,Kongsberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000144_3,9713564.0,dw2022,4,3006,Kongsberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000144_4,1.6349662E7,dw2022,5,3006,Kongsberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000144_5,6.92382445E8,dw2022,6,3006,Kongsberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000144_6,2.8719919E7,dw2022,8,3006,Kongsberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000144_7,9316.0,dw2022,9,3006,Kongsberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000148_0,7756464.0,dw2022,1,3038,Hole,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000148_1,1.9642265E7,dw2022,2,3038,Hole,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000148_2,118686.0,dw2022,3,3038,Hole,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000148_3,2220724.0,dw2022,4,3038,Hole,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000148_4,972251.0,dw2022,5,3038,Hole,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000148_5,1.04651557E8,dw2022,6,3038,Hole,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000148_6,38663.0,dw2022,7,3038,Hole,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000148_7,5.7290887E7,dw2022,8,3038,Hole,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000161_0,2.1037372E7,dw2022,1,3048,Øvre Eiker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000161_1,3.7377616E7,dw2022,2,3048,Øvre Eiker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000161_2,406047.0,dw2022,3,3048,Øvre Eiker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000161_3,7445552.0,dw2022,4,3048,Øvre Eiker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000161_4,6266011.0,dw2022,5,3048,Øvre Eiker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000161_5,3.49841925E8,dw2022,6,3048,Øvre Eiker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000161_6,17254.0,dw2022,7,3048,Øvre Eiker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000161_7,3.4368174E7,dw2022,8,3048,Øvre Eiker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000161_8,4561.0,dw2022,9,3048,Øvre Eiker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000147_0,1.0994542E7,dw2022,1,3023,Nesodden,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000147_1,1955834.0,dw2022,2,3023,Nesodden,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000147_2,1613.0,dw2022,3,3023,Nesodden,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000147_3,608723.0,dw2022,4,3023,Nesodden,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000147_4,607199.0,dw2022,5,3023,Nesodden,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000147_5,4.6527884E7,dw2022,6,3023,Nesodden,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000147_6,5.5847891E7,dw2022,8,3023,Nesodden,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000147_7,7064.0,dw2022,9,3023,Nesodden,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_0,5812906.0,dw2022,1,3018,Våler,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_1,2.6465806E7,dw2022,2,3018,Våler,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_2,13503.0,dw2022,3,3018,Våler,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_3,4515284.0,dw2022,4,3018,Våler,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_4,4408203.0,dw2022,5,3018,Våler,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_5,1.99483691E8,dw2022,6,3018,Våler,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_6,19137.0,dw2022,7,3018,Våler,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_7,1.6237945E7,dw2022,8,3018,Våler,"{""type"":""MultiPoint"",""coordinates"":[]}"
