system:index,CoordString,LATITUDE,LONGITUDE,PLOTID,batch,changeLC,endLC,startLC,.geo
38,"60.7054, 9.03618",60.7054,9.03618,id_55813922,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.036181434528656,60.705402403080996]}"
183,"60.75038, 9.05494",60.75038,9.05494,id_56051659,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.054944310208612,60.75037718326727]}"
8,"60.72425, 8.94895",60.72425,8.94895,id_56079820,Gol_change_dw_2016_2020,1,5,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.948949706298043,60.72425197904785]}"
475,"60.67249, 8.80171",60.67249,8.80171,id_56083820,Gol_change_dw_2016_2020,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.801708365629864,60.672489637379314]}"
260,"60.76294, 8.93274",60.76294,8.93274,id_56139350,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.932738008956216,60.762941106183476]}"
369,"60.71429, 9.03344",60.71429,9.03344,id_56188486,Gol_change_dw_2016_2020,1,5,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.033442710680134,60.714291629257005]}"
522,"60.69533, 8.93123",60.69533,8.93123,id_56798100,Gol_change_dw_2016_2020,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.931230972449857,60.695333935611146]}"
528,"60.70251, 8.91198",60.70251,8.91198,id_56806189,Gol_change_dw_2016_2020,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.911981680337464,60.70250533010307]}"
34,"60.75757, 9.02523",60.75757,9.02523,id_56978872,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.025230494603209,60.75756865087839]}"
77,"60.83755, 8.82957",60.83755,8.82957,id_57112136,Gol_change_dw_2016_2020,1,6,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.829567778749073,60.83754834234721]}"
511,"60.70297, 8.94404",60.70297,8.94404,id_57223295,Gol_change_dw_2016_2020,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.94403749714431,60.702971461680534]}"
344,"60.73656, 9.15504",60.73656,9.15504,id_57279953,Gol_change_dw_2016_2020,1,6,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.155043340925538,60.73656210634862]}"
119,"60.79921, 9.07873",60.79921,9.07873,id_57321799,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.078729460046628,60.79920681975592]}"
97,"60.77924, 9.12275",60.77924,9.12275,id_57494584,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.122748937606985,60.779242199979926]}"
249,"60.71027, 8.78682",60.71027,8.78682,id_57523840,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.786817681937581,60.71026563975361]}"
62,"60.67158, 8.86778",60.67158,8.86778,id_5756525,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.867778867532817,60.67158352555705]}"
24,"60.81636, 8.93612",60.81636,8.93612,id_57584903,Gol_change_dw_2016_2020,1,6,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.93611871921222,60.8163630028447]}"
76,"60.72389, 8.8364",60.72389,8.8364,id_57964137,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.8364024873744,60.72389255938674]}"
294,"60.65996, 9.06028",60.65996,9.06028,id_58324669,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.060278411401473,60.65996335113901]}"
63,"60.75216, 9.07274",60.75216,9.07274,id_58374637,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.072743345090563,60.75216436344357]}"
400,"60.79687, 9.08662",60.79687,9.08662,id_58439862,Gol_change_dw_2016_2020,2,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.086623651476682,60.79686763307988]}"
382,"60.82502, 8.86696",60.82502,8.86696,id_58680474,Gol_change_dw_2016_2020,2,1,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.866962266521178,60.8250211448947]}"
221,"60.70514, 8.84456",60.70514,8.84456,id_59000086,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.844558413866784,60.7051375971625]}"
33,"60.82787, 9.02768",60.82787,9.02768,id_59074595,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.02767650129362,60.82786736465602]}"
520,"60.69883, 8.91456",60.69883,8.91456,id_59192239,Gol_change_dw_2016_2020,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.914555973881559,60.69882588672932]}"
421,"60.79895, 8.7741",60.79895,8.7741,id_5962176,Gol_change_dw_2016_2020,2,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.77410218929178,60.798950156769656]}"
337,"60.71436, 8.92276",60.71436,8.92276,id_5973919,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.922760899925816,60.714363335099385]}"
419,"60.80497, 8.95231",60.80497,8.95231,id_59949679,Gol_change_dw_2016_2020,2,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.952312805373033,60.80496745896934]}"
505,"60.6938, 8.92299",60.6938,8.92299,id_59953973,Gol_change_dw_2016_2020,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.922993334735045,60.69380314086765]}"
84,"60.68161, 9.04055",60.68161,9.04055,id_60155683,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.040548204931735,60.68160860436254]}"
202,"60.77262, 9.09867",60.77262,9.09867,id_60169392,Gol_change_dw_2016_2020,1,6,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.098674544679382,60.77261817215093]}"
181,"60.77155, 8.82019",60.77155,8.82019,id_60280243,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.820188747041348,60.771546408834915]}"
156,"60.80394, 9.11751",60.80394,9.11751,id_60516402,Gol_change_dw_2016_2020,1,5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.117514413440853,60.80393692468116]}"
484,"60.70655, 8.91179",60.70655,8.91179,id_60674955,Gol_change_dw_2016_2020,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.911787431884322,60.70654544184872]}"
235,"60.85799, 8.88542",60.85799,8.88542,id_61321617,Gol_change_dw_2016_2020,1,6,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.885416320231519,60.85798787913735]}"
100,"60.76435, 9.10801",60.76435,9.10801,id_61354444,Gol_change_dw_2016_2020,1,6,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.108009349945725,60.764351017951384]}"
88,"60.77127, 9.09812",60.77127,9.09812,id_61967839,Gol_change_dw_2016_2020,1,6,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.09811968862733,60.771271845801245]}"
74,"60.65957, 8.89234",60.65957,8.89234,id_62121994,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.892341654177928,60.65957450917008]}"
220,"60.76339, 9.16527",60.76339,9.16527,id_62327973,Gol_change_dw_2016_2020,1,6,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.16526689020193,60.763394905042375]}"
55,"60.80664, 8.88836",60.80664,8.88836,id_62483021,Gol_change_dw_2016_2020,1,6,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.888356510417468,60.80663538537033]}"
397,"60.7097, 8.93926",60.7097,8.93926,id_62596854,Gol_change_dw_2016_2020,2,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.939262032239387,60.7097031112806]}"
328,"60.72978, 9.11724",60.72978,9.11724,id_62609125,Gol_change_dw_2016_2020,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.117243375054565,60.72977698113281]}"
268,"60.85985, 8.85927",60.85985,8.85927,id_62932929,Gol_change_dw_2016_2020,1,6,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.85927014780748,60.85984846518434]}"
182,"60.72533, 8.94327",60.72533,8.94327,id_63067094,Gol_change_dw_2016_2020,1,6,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.943265371044342,60.72532708822766]}"
144,"60.78477, 9.01001",60.78477,9.01001,id_63227297,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.01000892693018,60.78477463927246]}"
340,"60.80736, 8.90269",60.80736,8.90269,id_63231756,Gol_change_dw_2016_2020,1,6,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.902688777245304,60.80736478520653]}"
